Pathogen,Antibiotic,Region
Escherichia coli,Meropenem,Republic of Korea
Escherichia coli,Meropenem,Lao People's Democratic Republic
Escherichia coli,Meropenem,Lao People's Democratic Republic
Escherichia coli,Meropenem,Lao People's Democratic Republic
Escherichia coli,Meropenem,Lao People's Democratic Republic
Escherichia coli,Meropenem,North Macedonia
Escherichia coli,Meropenem,North Macedonia
Escherichia coli,Meropenem,North Macedonia
Escherichia coli,Meropenem,North Macedonia
Escherichia coli,Meropenem,Malta
Escherichia coli,Meropenem,Malta
Escherichia coli,Meropenem,Malta
Escherichia coli,Meropenem,Malta
Escherichia coli,Meropenem,Malaysia
Escherichia coli,Meropenem,Malaysia
Escherichia coli,Meropenem,Malaysia
Escherichia coli,Meropenem,Malaysia
Escherichia coli,Meropenem,Oman
Escherichia coli,Meropenem,Oman
Escherichia coli,Meropenem,Oman
Escherichia coli,Meropenem,Oman
Escherichia coli,Meropenem,Pakistan
Escherichia coli,Meropenem,Pakistan
Escherichia coli,Meropenem,Pakistan
Escherichia coli,Meropenem,Pakistan
Escherichia coli,Meropenem,Philippines
Escherichia coli,Meropenem,Philippines
Escherichia coli,Meropenem,Philippines
Escherichia coli,Meropenem,Philippines
Escherichia coli,Meropenem,Russian Federation
Escherichia coli,Meropenem,Russian Federation
Escherichia coli,Meropenem,Russian Federation
Escherichia coli,Meropenem,Russian Federation
Escherichia coli,Meropenem,Saudi Arabia
Escherichia coli,Meropenem,Saudi Arabia
Escherichia coli,Meropenem,Saudi Arabia
Escherichia coli,Meropenem,Saudi Arabia
Escherichia coli,Meropenem,Thailand
Escherichia coli,Meropenem,Thailand
Escherichia coli,Meropenem,Thailand
Escherichia coli,Meropenem,Thailand
Klebsiella pneumoniae,Cefepime,United Arab Emirates
Klebsiella pneumoniae,Cefepime,United Arab Emirates
Klebsiella pneumoniae,Cefepime,United Arab Emirates
Klebsiella pneumoniae,Cefepime,United Arab Emirates
Klebsiella pneumoniae,Cefepime,Argentina
Klebsiella pneumoniae,Cefepime,Argentina
Klebsiella pneumoniae,Cefepime,Argentina
Klebsiella pneumoniae,Cefepime,Argentina
Klebsiella pneumoniae,Cefepime,Bahrain
Klebsiella pneumoniae,Cefepime,Bahrain
Klebsiella pneumoniae,Cefepime,Bahrain
Klebsiella pneumoniae,Cefepime,Bahrain
Klebsiella pneumoniae,Cefepime,Egypt
Klebsiella pneumoniae,Cefepime,Egypt
Klebsiella pneumoniae,Cefepime,Egypt
Klebsiella pneumoniae,Cefepime,Egypt
Klebsiella pneumoniae,Cefepime,India
Klebsiella pneumoniae,Cefepime,India
Klebsiella pneumoniae,Cefepime,India
Klebsiella pneumoniae,Cefepime,India
Klebsiella pneumoniae,Cefepime,Japan
Klebsiella pneumoniae,Cefepime,Japan
Klebsiella pneumoniae,Cefepime,Japan
Klebsiella pneumoniae,Cefepime,Japan
Klebsiella pneumoniae,Cefepime,Republic of Korea
Klebsiella pneumoniae,Cefepime,Republic of Korea
Klebsiella pneumoniae,Cefepime,Republic of Korea
Klebsiella pneumoniae,Cefepime,Republic of Korea
Klebsiella pneumoniae,Cefepime,Malta
Klebsiella pneumoniae,Cefepime,Malta
Klebsiella pneumoniae,Cefepime,Malta
Klebsiella pneumoniae,Cefepime,Malta
Klebsiella pneumoniae,Cefepime,Malaysia
Klebsiella pneumoniae,Cefepime,Malaysia
Klebsiella pneumoniae,Cefepime,Malaysia
Klebsiella pneumoniae,Cefepime,Malaysia
Klebsiella pneumoniae,Cefepime,Oman
Klebsiella pneumoniae,Cefepime,Oman
Klebsiella pneumoniae,Cefepime,Oman
Klebsiella pneumoniae,Cefepime,Oman
Klebsiella pneumoniae,Cefepime,Pakistan
Klebsiella pneumoniae,Cefepime,Pakistan
Klebsiella pneumoniae,Cefepime,Pakistan
Klebsiella pneumoniae,Cefepime,Pakistan
Klebsiella pneumoniae,Cefepime,Philippines
Klebsiella pneumoniae,Cefepime,Philippines
Klebsiella pneumoniae,Cefepime,Philippines
Klebsiella pneumoniae,Cefepime,Philippines
Klebsiella pneumoniae,Cefepime,Saudi Arabia
Klebsiella pneumoniae,Cefepime,Saudi Arabia
Klebsiella pneumoniae,Cefepime,Saudi Arabia
Klebsiella pneumoniae,Cefepime,Saudi Arabia
Klebsiella pneumoniae,Cefepime,Tunisia
Klebsiella pneumoniae,Cefepime,Tunisia
Klebsiella pneumoniae,Cefepime,Tunisia
Klebsiella pneumoniae,Cefepime,Tunisia
Klebsiella pneumoniae,Cefotaxime,United Arab Emirates
Klebsiella pneumoniae,Cefotaxime,United Arab Emirates
Klebsiella pneumoniae,Cefotaxime,United Arab Emirates
Klebsiella pneumoniae,Cefotaxime,United Arab Emirates
Klebsiella pneumoniae,Cefotaxime,Bosnia and Herzegovina
Klebsiella pneumoniae,Cefotaxime,Bosnia and Herzegovina
Klebsiella pneumoniae,Cefotaxime,Bosnia and Herzegovina
Klebsiella pneumoniae,Cefotaxime,Bosnia and Herzegovina
Klebsiella pneumoniae,Cefotaxime,Switzerland
Klebsiella pneumoniae,Cefotaxime,Switzerland
Klebsiella pneumoniae,Cefotaxime,Switzerland
Klebsiella pneumoniae,Cefotaxime,Switzerland
Klebsiella pneumoniae,Cefotaxime,Egypt
Klebsiella pneumoniae,Cefotaxime,Egypt
Klebsiella pneumoniae,Cefotaxime,Egypt
Klebsiella pneumoniae,Cefotaxime,Egypt
Klebsiella pneumoniae,Cefotaxime,Georgia
Klebsiella pneumoniae,Cefotaxime,Georgia
Klebsiella pneumoniae,Cefotaxime,Georgia
Klebsiella pneumoniae,Cefotaxime,Georgia
Klebsiella pneumoniae,Cefotaxime,India
Klebsiella pneumoniae,Cefotaxime,India
Klebsiella pneumoniae,Cefotaxime,India
Klebsiella pneumoniae,Cefotaxime,India
Klebsiella pneumoniae,Cefotaxime,Japan
Klebsiella pneumoniae,Cefotaxime,Japan
Klebsiella pneumoniae,Cefotaxime,Japan
Klebsiella pneumoniae,Cefotaxime,Japan
Klebsiella pneumoniae,Cefotaxime,Republic of Korea
Klebsiella pneumoniae,Cefotaxime,Republic of Korea
Klebsiella pneumoniae,Cefotaxime,Republic of Korea
Klebsiella pneumoniae,Cefotaxime,Republic of Korea
Klebsiella pneumoniae,Cefotaxime,North Macedonia
Klebsiella pneumoniae,Cefotaxime,North Macedonia
Klebsiella pneumoniae,Cefotaxime,North Macedonia
Klebsiella pneumoniae,Cefotaxime,North Macedonia
Klebsiella pneumoniae,Cefotaxime,Malta
Klebsiella pneumoniae,Cefotaxime,Malta
Klebsiella pneumoniae,Cefotaxime,Malta
Klebsiella pneumoniae,Cefotaxime,Malta
Klebsiella pneumoniae,Cefotaxime,Malaysia
Klebsiella pneumoniae,Cefotaxime,Malaysia
Klebsiella pneumoniae,Cefotaxime,Malaysia
Klebsiella pneumoniae,Cefotaxime,Malaysia
Klebsiella pneumoniae,Cefotaxime,Oman
Klebsiella pneumoniae,Cefotaxime,Oman
Klebsiella pneumoniae,Cefotaxime,Oman
Klebsiella pneumoniae,Cefotaxime,Oman
Klebsiella pneumoniae,Cefotaxime,Philippines
Klebsiella pneumoniae,Cefotaxime,Philippines
Klebsiella pneumoniae,Cefotaxime,Philippines
Klebsiella pneumoniae,Cefotaxime,Philippines
Klebsiella pneumoniae,Cefotaxime,Russian Federation
Klebsiella pneumoniae,Cefotaxime,Russian Federation
Klebsiella pneumoniae,Cefotaxime,Russian Federation
Klebsiella pneumoniae,Cefotaxime,Russian Federation
Klebsiella pneumoniae,Cefotaxime,Saudi Arabia
Klebsiella pneumoniae,Cefotaxime,Saudi Arabia
Klebsiella pneumoniae,Cefotaxime,Saudi Arabia
Klebsiella pneumoniae,Cefotaxime,Saudi Arabia
Klebsiella pneumoniae,Cefotaxime,Thailand
Klebsiella pneumoniae,Cefotaxime,Thailand
Klebsiella pneumoniae,Cefotaxime,Thailand
Klebsiella pneumoniae,Cefotaxime,Thailand
Klebsiella pneumoniae,Cefotaxime,Tunisia
Klebsiella pneumoniae,Cefotaxime,Tunisia
Klebsiella pneumoniae,Cefotaxime,Tunisia
Klebsiella pneumoniae,Cefotaxime,Tunisia
Klebsiella pneumoniae,Ceftazidime,United Arab Emirates
Klebsiella pneumoniae,Ceftazidime,United Arab Emirates
Klebsiella pneumoniae,Ceftazidime,United Arab Emirates
Klebsiella pneumoniae,Ceftazidime,United Arab Emirates
Klebsiella pneumoniae,Ceftazidime,Argentina
Klebsiella pneumoniae,Ceftazidime,Argentina
Klebsiella pneumoniae,Ceftazidime,Argentina
Klebsiella pneumoniae,Ceftazidime,Argentina
Klebsiella pneumoniae,Ceftazidime,Bosnia and Herzegovina
Klebsiella pneumoniae,Ceftazidime,Bosnia and Herzegovina
Klebsiella pneumoniae,Ceftazidime,Bosnia and Herzegovina
Klebsiella pneumoniae,Ceftazidime,Bosnia and Herzegovina
Klebsiella pneumoniae,Ceftazidime,Switzerland
Klebsiella pneumoniae,Ceftazidime,Switzerland
Klebsiella pneumoniae,Ceftazidime,Switzerland
Klebsiella pneumoniae,Ceftazidime,Switzerland
Klebsiella pneumoniae,Ceftazidime,Egypt
Klebsiella pneumoniae,Ceftazidime,Egypt
Klebsiella pneumoniae,Ceftazidime,Egypt
Klebsiella pneumoniae,Ceftazidime,Egypt
Klebsiella pneumoniae,Ceftazidime,Georgia
Klebsiella pneumoniae,Ceftazidime,Georgia
Klebsiella pneumoniae,Ceftazidime,Georgia
Klebsiella pneumoniae,Ceftazidime,Georgia
Klebsiella pneumoniae,Ceftazidime,India
Klebsiella pneumoniae,Ceftazidime,India
Klebsiella pneumoniae,Ceftazidime,India
Klebsiella pneumoniae,Ceftazidime,India
Klebsiella pneumoniae,Ceftazidime,Japan
Klebsiella pneumoniae,Ceftazidime,Japan
Klebsiella pneumoniae,Ceftazidime,Japan
Klebsiella pneumoniae,Ceftazidime,Japan
Klebsiella pneumoniae,Ceftazidime,Republic of Korea
Klebsiella pneumoniae,Ceftazidime,Republic of Korea
Klebsiella pneumoniae,Ceftazidime,Republic of Korea
Klebsiella pneumoniae,Ceftazidime,Republic of Korea
Klebsiella pneumoniae,Ceftazidime,North Macedonia
Klebsiella pneumoniae,Ceftazidime,North Macedonia
Klebsiella pneumoniae,Ceftazidime,North Macedonia
Klebsiella pneumoniae,Ceftazidime,North Macedonia
Klebsiella pneumoniae,Ceftazidime,Malta
Klebsiella pneumoniae,Ceftazidime,Malta
Klebsiella pneumoniae,Ceftazidime,Malta
Klebsiella pneumoniae,Ceftazidime,Malta
Klebsiella pneumoniae,Ceftazidime,Malaysia
Klebsiella pneumoniae,Ceftazidime,Malaysia
Klebsiella pneumoniae,Ceftazidime,Malaysia
Klebsiella pneumoniae,Ceftazidime,Malaysia
Klebsiella pneumoniae,Ceftazidime,Oman
Klebsiella pneumoniae,Ceftazidime,Oman
Klebsiella pneumoniae,Ceftazidime,Oman
Klebsiella pneumoniae,Ceftazidime,Oman
Klebsiella pneumoniae,Ceftazidime,Philippines
Klebsiella pneumoniae,Ceftazidime,Philippines
Klebsiella pneumoniae,Ceftazidime,Philippines
Klebsiella pneumoniae,Ceftazidime,Philippines
Klebsiella pneumoniae,Ceftazidime,Russian Federation
Klebsiella pneumoniae,Ceftazidime,Russian Federation
Klebsiella pneumoniae,Ceftazidime,Russian Federation
Klebsiella pneumoniae,Ceftazidime,Russian Federation
Klebsiella pneumoniae,Ceftazidime,Saudi Arabia
Klebsiella pneumoniae,Ceftazidime,Saudi Arabia
Klebsiella pneumoniae,Ceftazidime,Saudi Arabia
Klebsiella pneumoniae,Ceftazidime,Saudi Arabia
Klebsiella pneumoniae,Ceftazidime,Thailand
Klebsiella pneumoniae,Ceftazidime,Thailand
Klebsiella pneumoniae,Ceftazidime,Thailand
Klebsiella pneumoniae,Ceftazidime,Thailand
Klebsiella pneumoniae,Ceftazidime,Tunisia
Klebsiella pneumoniae,Ceftazidime,Tunisia
Klebsiella pneumoniae,Ceftazidime,Tunisia
Klebsiella pneumoniae,Ceftazidime,Tunisia
Klebsiella pneumoniae,Ceftazidime,Uganda
Klebsiella pneumoniae,Ceftazidime,Uganda
Klebsiella pneumoniae,Ceftazidime,Uganda
Klebsiella pneumoniae,Ceftazidime,Uganda
Klebsiella pneumoniae,Ceftriaxone,United Arab Emirates
Klebsiella pneumoniae,Ceftriaxone,United Arab Emirates
Klebsiella pneumoniae,Ceftriaxone,United Arab Emirates
Klebsiella pneumoniae,Ceftriaxone,United Arab Emirates
Klebsiella pneumoniae,Ceftriaxone,Bahrain
Klebsiella pneumoniae,Ceftriaxone,Bahrain
Klebsiella pneumoniae,Ceftriaxone,Bahrain
Klebsiella pneumoniae,Ceftriaxone,Bahrain
Klebsiella pneumoniae,Ceftriaxone,Bosnia and Herzegovina
Klebsiella pneumoniae,Ceftriaxone,Bosnia and Herzegovina
Klebsiella pneumoniae,Ceftriaxone,Bosnia and Herzegovina
Klebsiella pneumoniae,Ceftriaxone,Bosnia and Herzegovina
Klebsiella pneumoniae,Ceftriaxone,Switzerland
Klebsiella pneumoniae,Ceftriaxone,Switzerland
Klebsiella pneumoniae,Ceftriaxone,Switzerland
Klebsiella pneumoniae,Ceftriaxone,Switzerland
Klebsiella pneumoniae,Ceftriaxone,Egypt
Klebsiella pneumoniae,Ceftriaxone,Egypt
Klebsiella pneumoniae,Ceftriaxone,Egypt
Klebsiella pneumoniae,Ceftriaxone,Egypt
Klebsiella pneumoniae,Ceftriaxone,Georgia
Klebsiella pneumoniae,Ceftriaxone,Georgia
Klebsiella pneumoniae,Ceftriaxone,Georgia
Klebsiella pneumoniae,Ceftriaxone,Georgia
Klebsiella pneumoniae,Ceftriaxone,India
Klebsiella pneumoniae,Ceftriaxone,India
Klebsiella pneumoniae,Ceftriaxone,India
Klebsiella pneumoniae,Ceftriaxone,India
Klebsiella pneumoniae,Ceftriaxone,Japan
Klebsiella pneumoniae,Ceftriaxone,Japan
Klebsiella pneumoniae,Ceftriaxone,Japan
Klebsiella pneumoniae,Ceftriaxone,Japan
Klebsiella pneumoniae,Ceftriaxone,Lao People's Democratic Republic
Klebsiella pneumoniae,Ceftriaxone,Lao People's Democratic Republic
Klebsiella pneumoniae,Ceftriaxone,Lao People's Democratic Republic
Klebsiella pneumoniae,Ceftriaxone,Lao People's Democratic Republic
Klebsiella pneumoniae,Ceftriaxone,North Macedonia
Klebsiella pneumoniae,Ceftriaxone,North Macedonia
Klebsiella pneumoniae,Ceftriaxone,North Macedonia
Klebsiella pneumoniae,Ceftriaxone,North Macedonia
Klebsiella pneumoniae,Ceftriaxone,Malaysia
Klebsiella pneumoniae,Ceftriaxone,Malaysia
Klebsiella pneumoniae,Ceftriaxone,Malaysia
Klebsiella pneumoniae,Ceftriaxone,Malaysia
Klebsiella pneumoniae,Ceftriaxone,Oman
Klebsiella pneumoniae,Ceftriaxone,Oman
Klebsiella pneumoniae,Ceftriaxone,Oman
Klebsiella pneumoniae,Ceftriaxone,Oman
Klebsiella pneumoniae,Ceftriaxone,Pakistan
Klebsiella pneumoniae,Ceftriaxone,Pakistan
Klebsiella pneumoniae,Ceftriaxone,Pakistan
Klebsiella pneumoniae,Ceftriaxone,Pakistan
Klebsiella pneumoniae,Ceftriaxone,Philippines
Klebsiella pneumoniae,Ceftriaxone,Philippines
Klebsiella pneumoniae,Ceftriaxone,Philippines
Klebsiella pneumoniae,Ceftriaxone,Philippines
Klebsiella pneumoniae,Ceftriaxone,Saudi Arabia
Klebsiella pneumoniae,Ceftriaxone,Saudi Arabia
Klebsiella pneumoniae,Ceftriaxone,Saudi Arabia
Klebsiella pneumoniae,Ceftriaxone,Saudi Arabia
Klebsiella pneumoniae,Ceftriaxone,Thailand
Klebsiella pneumoniae,Ceftriaxone,Thailand
Klebsiella pneumoniae,Ceftriaxone,Thailand
Klebsiella pneumoniae,Ceftriaxone,Thailand
Klebsiella pneumoniae,Ciprofloxacin,United Arab Emirates
Klebsiella pneumoniae,Ciprofloxacin,United Arab Emirates
Klebsiella pneumoniae,Ciprofloxacin,United Arab Emirates
Klebsiella pneumoniae,Ciprofloxacin,United Arab Emirates
Klebsiella pneumoniae,Ciprofloxacin,Argentina
Klebsiella pneumoniae,Ciprofloxacin,Argentina
Klebsiella pneumoniae,Ciprofloxacin,Argentina
Klebsiella pneumoniae,Ciprofloxacin,Argentina
Klebsiella pneumoniae,Ciprofloxacin,Bahrain
Klebsiella pneumoniae,Ciprofloxacin,Bahrain
Klebsiella pneumoniae,Ciprofloxacin,Bahrain
Klebsiella pneumoniae,Ciprofloxacin,Bahrain
Klebsiella pneumoniae,Ciprofloxacin,Bosnia and Herzegovina
Klebsiella pneumoniae,Ciprofloxacin,Bosnia and Herzegovina
Klebsiella pneumoniae,Ciprofloxacin,Bosnia and Herzegovina
Klebsiella pneumoniae,Ciprofloxacin,Bosnia and Herzegovina
Klebsiella pneumoniae,Ciprofloxacin,Switzerland
Klebsiella pneumoniae,Ciprofloxacin,Switzerland
Klebsiella pneumoniae,Ciprofloxacin,Switzerland
Klebsiella pneumoniae,Ciprofloxacin,Switzerland
Klebsiella pneumoniae,Ciprofloxacin,Egypt
Klebsiella pneumoniae,Ciprofloxacin,Egypt
Klebsiella pneumoniae,Ciprofloxacin,Egypt
Klebsiella pneumoniae,Ciprofloxacin,Egypt
Klebsiella pneumoniae,Ciprofloxacin,Georgia
Klebsiella pneumoniae,Ciprofloxacin,Georgia
Klebsiella pneumoniae,Ciprofloxacin,Georgia
Klebsiella pneumoniae,Ciprofloxacin,Georgia
Klebsiella pneumoniae,Ciprofloxacin,India
Klebsiella pneumoniae,Ciprofloxacin,India
Klebsiella pneumoniae,Ciprofloxacin,India
Klebsiella pneumoniae,Ciprofloxacin,India
Klebsiella pneumoniae,Ciprofloxacin,Japan
Klebsiella pneumoniae,Ciprofloxacin,Japan
Klebsiella pneumoniae,Ciprofloxacin,Japan
Klebsiella pneumoniae,Ciprofloxacin,Japan
Klebsiella pneumoniae,Ciprofloxacin,Republic of Korea
Klebsiella pneumoniae,Ciprofloxacin,Republic of Korea
Klebsiella pneumoniae,Ciprofloxacin,Republic of Korea
Klebsiella pneumoniae,Ciprofloxacin,Republic of Korea
Klebsiella pneumoniae,Ciprofloxacin,Lao People's Democratic Republic
Klebsiella pneumoniae,Ciprofloxacin,Lao People's Democratic Republic
Klebsiella pneumoniae,Ciprofloxacin,Lao People's Democratic Republic
Klebsiella pneumoniae,Ciprofloxacin,Lao People's Democratic Republic
Klebsiella pneumoniae,Ciprofloxacin,North Macedonia
Klebsiella pneumoniae,Ciprofloxacin,North Macedonia
Klebsiella pneumoniae,Ciprofloxacin,North Macedonia
Klebsiella pneumoniae,Ciprofloxacin,North Macedonia
Klebsiella pneumoniae,Ciprofloxacin,Malta
Klebsiella pneumoniae,Ciprofloxacin,Malta
Klebsiella pneumoniae,Ciprofloxacin,Malta
Klebsiella pneumoniae,Ciprofloxacin,Malta
Klebsiella pneumoniae,Ciprofloxacin,Malaysia
Klebsiella pneumoniae,Ciprofloxacin,Malaysia
Klebsiella pneumoniae,Ciprofloxacin,Malaysia
Klebsiella pneumoniae,Ciprofloxacin,Malaysia
Klebsiella pneumoniae,Ciprofloxacin,Oman
Klebsiella pneumoniae,Ciprofloxacin,Oman
Klebsiella pneumoniae,Ciprofloxacin,Oman
Klebsiella pneumoniae,Ciprofloxacin,Oman
Klebsiella pneumoniae,Ciprofloxacin,Pakistan
Klebsiella pneumoniae,Ciprofloxacin,Pakistan
Klebsiella pneumoniae,Ciprofloxacin,Pakistan
Klebsiella pneumoniae,Ciprofloxacin,Pakistan
Klebsiella pneumoniae,Ciprofloxacin,Philippines
Klebsiella pneumoniae,Ciprofloxacin,Philippines
Klebsiella pneumoniae,Ciprofloxacin,Philippines
Klebsiella pneumoniae,Ciprofloxacin,Philippines
Klebsiella pneumoniae,Ciprofloxacin,Russian Federation
Klebsiella pneumoniae,Ciprofloxacin,Russian Federation
Klebsiella pneumoniae,Ciprofloxacin,Russian Federation
Klebsiella pneumoniae,Ciprofloxacin,Russian Federation
Klebsiella pneumoniae,Ciprofloxacin,Saudi Arabia
Klebsiella pneumoniae,Ciprofloxacin,Saudi Arabia
Klebsiella pneumoniae,Ciprofloxacin,Saudi Arabia
Klebsiella pneumoniae,Ciprofloxacin,Saudi Arabia
Klebsiella pneumoniae,Ciprofloxacin,Thailand
Klebsiella pneumoniae,Ciprofloxacin,Thailand
Klebsiella pneumoniae,Ciprofloxacin,Thailand
Klebsiella pneumoniae,Ciprofloxacin,Thailand
Klebsiella pneumoniae,Ciprofloxacin,Tunisia
Klebsiella pneumoniae,Ciprofloxacin,Tunisia
Klebsiella pneumoniae,Ciprofloxacin,Tunisia
Klebsiella pneumoniae,Ciprofloxacin,Tunisia
Klebsiella pneumoniae,Ciprofloxacin,Uganda
Klebsiella pneumoniae,Ciprofloxacin,Uganda
Klebsiella pneumoniae,Ciprofloxacin,Uganda
Klebsiella pneumoniae,Ciprofloxacin,Uganda
Klebsiella pneumoniae,Co-trimoxazole,United Arab Emirates
Klebsiella pneumoniae,Co-trimoxazole,United Arab Emirates
Klebsiella pneumoniae,Co-trimoxazole,United Arab Emirates
Klebsiella pneumoniae,Co-trimoxazole,United Arab Emirates
Klebsiella pneumoniae,Co-trimoxazole,Argentina
Klebsiella pneumoniae,Co-trimoxazole,Argentina
Klebsiella pneumoniae,Co-trimoxazole,Argentina
Klebsiella pneumoniae,Co-trimoxazole,Argentina
Klebsiella pneumoniae,Co-trimoxazole,Bahrain
Klebsiella pneumoniae,Co-trimoxazole,Bahrain
Klebsiella pneumoniae,Co-trimoxazole,Bahrain
Klebsiella pneumoniae,Co-trimoxazole,Bahrain
Klebsiella pneumoniae,Co-trimoxazole,India
Klebsiella pneumoniae,Co-trimoxazole,India
Klebsiella pneumoniae,Co-trimoxazole,India
Klebsiella pneumoniae,Co-trimoxazole,India
Klebsiella pneumoniae,Co-trimoxazole,Republic of Korea
Klebsiella pneumoniae,Co-trimoxazole,Republic of Korea
Klebsiella pneumoniae,Co-trimoxazole,Republic of Korea
Klebsiella pneumoniae,Co-trimoxazole,Republic of Korea
Klebsiella pneumoniae,Co-trimoxazole,Lao People's Democratic Republic
Klebsiella pneumoniae,Co-trimoxazole,Lao People's Democratic Republic
Klebsiella pneumoniae,Co-trimoxazole,Lao People's Democratic Republic
Klebsiella pneumoniae,Co-trimoxazole,Lao People's Democratic Republic
Klebsiella pneumoniae,Co-trimoxazole,Malaysia
Klebsiella pneumoniae,Co-trimoxazole,Malaysia
Klebsiella pneumoniae,Co-trimoxazole,Malaysia
Klebsiella pneumoniae,Co-trimoxazole,Malaysia
Klebsiella pneumoniae,Co-trimoxazole,Oman
Klebsiella pneumoniae,Co-trimoxazole,Oman
Klebsiella pneumoniae,Co-trimoxazole,Oman
Klebsiella pneumoniae,Co-trimoxazole,Oman
Klebsiella pneumoniae,Co-trimoxazole,Pakistan
Klebsiella pneumoniae,Co-trimoxazole,Pakistan
Klebsiella pneumoniae,Co-trimoxazole,Pakistan
Klebsiella pneumoniae,Co-trimoxazole,Pakistan
